"","bronchioid","magnoid","squamoid"
"MMP11",-0.105008197173142,-0.174990051006172,0.634678555739444
"LRRC15",-0.172636590315620,-0.100424661881932,0.754808744987978
"PLAUR",-0.218024989374082,-0.0914274286283074,0.610581014782541
"KIAA1324",0.109886995516548,0.157636409597701,-0.397614819567947
"WIF1",0.612394489675812,-0.00756488986020765,-0.433255588193617
"CCL5",0.0150164410618761,-0.306738462745604,0.882077050637945
"ProSAPiP1",0.087566086034089,0.142209854572263,-0.542505898484281
"MAOA",0.226173916494933,0.100712353112475,-0.598844977044509
"ZDHHC11",0.289165539764690,0.0639385506663088,-0.631348267145937
"CTSL1",-0.270541093455976,-0.0404469595083494,0.665094564859352
"TMEM45A",-0.454896165161395,-0.056138463088145,0.861866567057139
"SLC16A3",-0.355207100312861,0.00204114856395954,0.56882344990716
"MMP1",-1.51961351177486,0.0170296494148694,1.28735564450539
"EFNA1",0.115168147641191,0.174208231496361,-0.586011831231662
"FAS",0.0652473636525457,-0.336309260923375,0.46794488195124
"MT2A",-0.0905066364743625,-0.191208309373010,0.55678628485024
"SRGN",-0.0564878743676953,-0.365166637537572,0.549011459208174
"GOLSYN",0.178109551032021,0.213042872779947,-0.716610913879942
"UBE2L6",-0.0154994802586135,-0.242030538925193,0.556524638884609
"NKG7",-0.0771337118922197,-0.121270056085878,0.699854476708113
"THBS2",-0.409314993294823,-0.057792995616528,0.772027016509657
"SLC2A3",-0.107446833632309,-0.0693510068229553,0.730316762819575
"COL3A1",-0.605876859533923,-0.0103567904717732,0.55068160775852
"SCNN1B",0.619394999837104,-0.0455938027436109,-0.775505020004192
"CASP4",-0.128764963526937,-0.188130990157142,0.527356334698528
"CDCP1",-0.0893883847265515,-0.152261919462457,0.518369773523068
"MXRA5",-0.461750620841277,-0.0702007584088813,0.703329433460006
"CLEC4A",0.0278299729320701,-0.173816146171144,0.502275476099753
"ITGA5",-0.0480406842780354,-0.161478010841409,0.413149162611012
"SPOCK1",-0.229261443506583,0.041223538494811,0.732777498103541
"TOB1",0.184303956475585,0.383999132542262,-0.703327335594233
"NEDD4L",0.0918650076609016,0.192260522697014,-0.468671599480595
"COL1A2",-0.42993363650982,-0.0102266269144273,0.59317193355808
"IFI35",0.0353480729681941,-0.279255724041629,0.522579997781532
"PRSS23",-0.201238937437799,-0.143944347371419,0.71546193897092
"CD99",-0.109362585151853,-0.124062755698373,0.408526422740637
"ACTN1",-0.098652197993725,-0.106603694526868,0.485658955347159
"CCDC90B",-0.301906238588066,0.0522295122900087,0.489466329038241
"GZMA",-0.135849275226493,-0.160461757320281,0.704820186242161
"LOC26010",-0.101279249623011,-0.235099376596196,0.519368176606722
"NMI",-0.200376419663072,-0.0114971834421898,0.443034228068935
"CYBB",0.154316482261780,-0.302452369333533,0.560520097650263
"CHST11",-0.160793376088749,-0.0934306968306196,0.528255363503045
"MCF2L",0.0284343954885866,0.247741894461033,-0.501250515724763
"ATP1B1",0.0263262288731596,0.244762611507465,-0.58480108419111
"PLEKHO1",0.0215422884413625,-0.185080005403949,0.389621713472453
"LHFPL2",-0.0582777273196609,-0.227959837433746,0.532164877800588
"PCOLCE",-0.00618090430329854,-0.301612260974972,0.591638730504776
"TMC5",0.476800348715873,-0.0299316332937636,-0.879437704581147
"SCNN1A",-0.112189879374164,0.317801561174404,-0.468503659384851
"CASP1",0.0806151020589905,-0.353220569034779,0.681693734710088
"PRKAB1",0.138431637180506,0.0741455373134534,-0.399207957716326
"THY1",-0.150122575326606,-0.12119328955059,0.567013288961472
"GSTA1",0.505334074182432,0.166319743792140,-0.437617725021698
"KLK11",0.256329969018056,0.0697490328735224,-0.638122507712784
"WARS",-0.241895974938777,-0.0178475427199194,0.629495450055824
"COL6A3",-0.15730991647587,-0.252171927229143,0.566705798581673
"MTUS1",-0.02664503188808,0.349314487914977,-0.48197977317014
"GIMAP4",0.164023037317037,-0.281096339871326,0.547844217737238
"ADAMDEC1",-0.245257085558750,0.0453861309464711,1.24493775183097
"SLC31A2",0.0435410345771245,-0.286153877340543,0.537420022453905
"SORBS2",0.161175599782453,0.107340473650781,-0.442305338889162
"PTPRC",0.0195646968230507,-0.396789822349537,0.634677182666884
"TAP1",-0.153821503284948,-0.101774030968677,0.694926322018466
"LAP3",-0.0761311766601276,-0.109268854847437,0.582855117822776
"ZYX",0.0537838336738989,-0.236458327567571,0.434601232598203
"FMO5",0.380043863449985,-0.0282527554514136,-0.981865012827127
"PYGL",-0.436225112845767,0.0755001005791018,0.624631425040431
"ATP2C2",0.250625429645943,0.100248707980961,-0.586182856243713
"PALLD",0.0116160426079510,-0.191363188934103,0.505438279351049
"KCNN4",-0.0927726161999893,-0.507596686174723,0.54124459413239
"CCL18",-0.0284281236544306,-0.368244592891333,0.875899383116318
"STXBP1",0.305578628066031,0.00249307766493168,-0.594666624087344
